company,name,location,salary,edu,experience,skills,demand,发布日期
鑫川丰越,计算机视觉算法工程师,成都,20-25K,本科,1-3年,Python OpenCV TensorFlow/PyTorch,公司背景：作为深耕石油/天然气产业的科技公司，为石油\天然气产业提供基于人工智能技术的行业解决方案，致力产业数字化转型，成立4年现已获得国内石油龙头企业合格供应商资质，年营收超过三千万，创始人团队来自清华、ucla、麻省理工等世界名校，公司具有丰富的行业资源及产业壁垒。职位要求：· 拥有至少两年深度学习、计算机视觉算法的开发及部署工作经验；· 并熟练掌握深度学习和计算机视觉库，如PyTorch和OpenCV；· 熟悉经典计算机视觉模型架构，如MobileNet、ResNet、SSD、YOLO等；· 熟练掌握Linux操作系统及Python编程语言；· 能够完成深度学习模型的部署工作，熟练使用ONNX\TensorRT\Nvidia-docker等部署工具；· 具备能够根据项目需求独立设计、实现、训练和调优深度学习计算机模型的能力；· 良好的沟通能力和问题解决能力，能够在跨模块的工作协作中与团队成员紧密配合，共同推动项目进程；· 在目标检测和实例分割领域有相关的工作经验者优先。· BASE要求：成都,2024-12-25
测质成技术,机器学习/深度学习算法工程师,杭州,10-15K·13薪,本科,经验不限,机器学习 深度学习 算法,岗位职责：1、负责根据需求研究并实现深度学习算法和相关系统研发；2、对算法和模型应用效果进行评估分析及优化；3、负责领域前沿算法跟踪。任职要求：任职要求：1、深度学习、计算机视觉识别、模式识别等相关专业，硕士以上学历; 2、熟练掌握C/C++/Matlab/Python等常用编程语言，有通用目标检测算法开发项目经验者优先；3、熟悉至少一种深度学习开发框架Caffe、MxNet、Tensorflow、Cuda-convnet、Torch等，具有机器学习算法经验优先；4、有边缘计算开发经验优先；5、有深度学习实战经验，熟悉常用框架，有多机多卡分布式集群开发部署经验者优先。另：1、在知名刊物上发表过深度学习相关算法论文者优先；2、211及以上学校优先；,2024-05-24
三维天工北京科技,深度学习工程师,北京,11-20K,本科,经验不限,机器学习 图像算法 Python C/C++ YOLO,岗位职责：1、负责图像/视频的分析、诊断、搜索等方面的算法研究，包括图像检测、图像识别、图像分割、目标跟踪、视频语义理解等算法的技术实现；2、负责图像相关算法的落地优化；负责计算机视觉算法前沿技术探索，以及与GPT、语言大模型、SAM视觉大模型等相关技术的联合创新应用。3、负责相关机器视觉相关项目落地；任职要求：1、计算机、自动化、图像处理、模式识别等相关本科以上学历；2、 极佳的工程能力，熟练掌握C/C++、Python等至少一门语言 ，机器人竞赛、编程比赛获奖者优先；3、 优良的科研能力，熟悉机器视觉，相机、镜头选型；4、熟悉YOLO系列算法、TensorRT、ONNX、OpenVINO部署框架者优先；5、具有强烈的工作责任心、有良好的沟通能力和团队合作精神、承压能力。,2024-11-30
白杨时代,强化学习算法工程师,南京,20-40K·16薪,硕士,经验不限,博弈 智能决策,工作内容：1. 将深度学习/深度强化学习等算法应用于博弈决策类业务场景，根据业务需求进行算法落地；2. 负责机器学习平台的优化与迭代，根据产品需求进行工程化开发；3. 学术研究与业务场景相结合，负责前沿技术在博弈决策类场景中的研究与落地。4.带领管理技术团队。职位要求：1.计算机、数学、通信工程、自动化、软件工程等相关专业毕业，全日制硕士及以上学历，项目经验丰富者可放宽专业/学历限制；2.具备良好的编程能力，熟练使用C++、Python等至少一门语言，熟悉Linux开发环境，掌握Linux、Docker常用指令。3. 具有一定机器学习/深度学习基础，掌握机器学习相关基础概念，熟悉CNN、RNN等神经网络结构；4. 较强的沟通能力和逻辑表达能力，具备良好的团队合作精神和主动沟通意识，有丰富的管理经验。加分项：1. 熟悉深度强化学习（C51、PPO）或控制算法，在MDP、POMDP等领域有研究经验；2. 在NIPS、ICML、ICLR等机器学习会议上发表过论文，具有ACM/ICPC等竞赛经历；3. 参与过开源项目的开发；4. 沟通与执行能力良好，具备持续学习的能力与热情。,2024-11-01
真目科技,深度学习应用工程师,苏州,8-12K,大专,经验不限,深度学习算法 视觉图像算法 Python 人工智能 CNN 驻场,"职位描述：1. 负责图像数据等方向的机器学习算法开发，应用、调试；2. 负责算法的性能优化、实际工程环境下的软件部署，运行监测；3. 该职位需要常驻苏州，驻场开发；职位要求：1. 本科及以上学历，计算机/信息科学/软件/电子工程/应用数学等相关专业优先；2. 熟练掌握机器学习相关的理论知识和实践技能；3. 熟悉CNN等典型深度学习模型的使用场景和以及常见的物体检测与图像分类模型；4. 熟悉python编程，熟悉PyTorch, TensorFlow等主流深度学习框架中的一种或多种；5. 拥有扎实的数学和编程功力，并有良好的团队合作能力。",2024-05-02
中国移动研究院,人工智能平台工程师,北京,15-25K,硕士,经验不限,机器学习 模型加速/性能优化 Python 算法工程化经验 k8s 云原生,岗位职责：1、负责智算中心人工智能平台基础架构层的设计及应用，包括不限于大模型训练场景下的算力、网络、框架、策略、算子等性能优化以及技术创新。2. 负责持续跟进智算中心AI领域大模型应用发展趋势和前沿技术迭代，对接人工智能业务需求并提供全栈解决方案。3. 参与智算大模型相关企业标准、行业标准、国际标准的制定工作，推进标准化发展符合中国移动算网实现需求和技术方案；任职要求：1、计算机或相关，硕士及以上学历；4、深入掌握K8S、分布式存储、开源应用组件应用；3. 熟悉CUDA、GPU算子，或国产AI加速卡的算法优化，编译，高性能库设计应用等，5. 深入掌握智算中心基于RoCE 或IB的大模型训练等网络优化或性能分析5、具备高并发/高可用/大容量/高性能/可扩展性系统设计与调优经验者优先；6、有人工智能平台分布式训练方案设计与实践等经验；熟悉AI或芯片行业前沿技术、对AI生态领域等7、具有较强的解决方案设计、整合和创新能力；有责任心，工作热情、耐心、踏实、严谨，有团队合作精神；,2024-02-11
银兴智能数据,高级大数据工程师（深圳）,深圳,15-25K,大专,3-5年,Python Shell 分布式技术 网络协议,岗位职责:1.负责基于CDH大数据平台的规划、部署、管理和优化，保障平台稳定可靠高效运行2.深入理解CDH大数据平台架构，发现并解决性能瓶颈，支撑业务和数据量的快速增长3.大数据平台的日常运维及优化4.熟悉并具有CDH平台运维经验优先任职要求:1.5年以上工作经验，2年以上Hadoop生态相关运维、开发、架构优化经验2.掌握Hadoop、HDFS、Spark、HBase、Hive、Zookeeper、Kafka等开源组件，有生产环境运维和优化经验3.独立排错能力，熟练使用linux、python，熟悉TCP/IP协议栈4.掌握Java、python、shell中至少一门编程语言5.有较强的学习和抗压能力，对技术有热情，热衷于技术学习和分享6.具备良好的目标导向、系统性思维、沟通协调能力,2024-12-20
华讯方舟,深度学习工程师,深圳,20-40K,硕士,经验不限,机器学习 算法 深度学习,岗位职责：1、负责将深度学习技术应用到推荐系统、自然语言处理、文本分类、精准分析、网页搜索等与舆情监测领域相关的项目；2、从事大规模互联网和UGC文本数据的分析与挖掘工作，包括但不限于文本分类聚类、知识提取、情感分析、语义理解、相似度计算等；3、利用现有开源深度学习软如，PaddlePaddle，Tensorflow，CNTK和Caffe等构建深度学习系统解决实际问题；4、领导安排的其他工作任务。任职资格：1、计算机、数学或统计、模式识别等相关专业，硕士以上学历，两年以上文本分析、文本分类相关工作经验；2、掌握机器学习深度学习和自然语言处理领域的基础理论和方法，有该领域算法的研究或开发经验；3、在深度学习领域有较深的理论研究和实践经验，掌握其模型及应用方法，如DNN、CNN、RNN、LSTM、FCN、GAN、DRN、SVM等具有深入理解，有搜索或文本处理相关领域经验者优先；4、熟练使用以下任何两种语言：C，C++，Java，Python，Linux，Shell，并且有较强的编程能力；5、熟悉Hadoop、Spark，有过基于GPU指令的算法优化经验者优先；6、具有较好的团队合作精神、沟通能力和较强的责任感。核心是有推荐系统经验，熟悉深度学习算法和自然语言处理，至少熟悉一种常用的深度学习开源框架（paddlepaddle，tenserflow）,2024-05-22
天巡微小,遥感算法工程师,成都,15-20K,硕士,3-5年,英文读写能力良好 PyTorch OpenCV 智能驾驶 人工智能 机器学习算法/工程化经验 算法设计 深度学习算法 深度学习经验 Python TensorFlow,一、工作内容1.卫星遥感智能处理算法研究及工程实现；2.参与卫星遥感相关项目设计文档、过程文档的撰写。二、任务要求1.具备较强的遥感影像智能处理算法研究基础；2.英语六级，具备较强的英文阅读能力；3.熟练掌握至少一种编程语言：c/c++、matlab、python；4.有相关工作经历，负责完成或作为主要参与者参加过交付项目；5.熟悉了解红外、高光谱、SAR影像分析处理。三、特别说明1.211/985院校毕业者优先；2.有部队、军工单位从业经历者优先；3.有航空航天从业经历者优先；4.有电子对抗从业经历者优先；有GIS、GPS、北斗、遥感及气象从业经历者优先。,2024-05-01
雄霸天下,深度学习算法实习生,武汉,50-100元/天,本科,5天/周 3个月,大模型算法 自然语言处理算法 模型加速/性能优化 多模态算法 Python 算法工程化经验 参加算法相关竞赛/获奖 优秀开源项目经历,大模型实习生，可远程可武汉实习岗位描述：负责公司大模型的研发和应用职位要求1、优秀的代码能力、数据结构和基础算法功底，熟练C/C++或Python，ACM/ICPC、NOI/IOI、Top Coder、Kaggle等比赛获奖者优先；2、熟悉NLP相关的算法和技术，熟悉大模型预训练、微调、以及RL算法者优先；3、在大模型领域，主导过大影响力的项目或论文者优先；4、出色的问题分析和解决能力，能深入解决大模型训练和应用存在的问题；5、良好的沟通协作能力，能和团队一起探索新技术，推进技术进步。在垂直领域的落地问题工作内容：基于垂直领域数据的大模型适配和调优，参与前沿论文复现、模型技术调研，并根据实际客户场景进行数据收集及清洗、模型迭代、评估等。 1、工作态度积极端正，外向，善于沟通，有团队合作意识，热爱学习；2、公司日常管理，财务会计与出纳，工资核算，交社保等。因为是高科技公司，而且是初始发展阶段，以学习为主，需要了解各种项目申请流程，向政府申请优惠政策与扶持资金，申请专利等，招投标，偶尔出差，最好有驾照会开车。与投资人见面沟通等，事情很杂很锻炼人；3、写各种办公文档，或者是技术文档，会议记录，运行公司网站与微信公众号。运行深度学习模型，训练，微调，环境搭建写各种文档，运行深度学习模型，训练，微调，环境搭建；4、每周至少阅读一篇ICCV、ECCV、CVPR、ICML等前沿论文并复现出来在例会上演示与简短发言，预先科研作为技术储备；在公司导师带领下发表顶级论文；5、在Kaggle、天池等参赛并总结经验；6、在工程化项目中应用最前沿AI技术落地，预训练大模型本地化部署及微调应用于垂直领域。岗位要求：1、工作积极性高，热情主动，抗压能力强，学习能力强，执行能力强，能够服从公司安排从事任何相关工作；2、良好的高等数学基础与熟练的英语阅读与写作能力，最好口语流利；3、能够熟练运用计算机视觉、模式识别、自然语言处理以及预训练大语言模型、AIGC的常用算法，如果具有图像分类、语义分割、目标检测等项目开发经验的优先；4、可以应用OpenCV等工具进行图像处理分析；5、熟悉Pytorch、mxnet、tensorflow或者caffe等某个深度学习框架；6、熟悉CNN/RNN/LSTM原理，理解VGG、unet、resnet、GAN等神经网络模型；7、深度学习、机器学习、计算机视觉等专业，具备图形图像处理、机器视觉的基础理论和算法知识优先；8、精通Python编程语言,2024-10-20
亲和智能,数据科学家,海口,24-45K,本科,5-10年,Python 算法设计 深度学习算法 机器学习算法 TensorFlow 数据挖掘,"职责：负责基于客户需求目标的数据算法框架制定，独立或者带领团队进行数据挖掘清洗、数据指标体系梳理、模型构建与测试、模型部署、实验设计和效果优化等，要求： 全日制本科或以上学历，机器学习、计算机等相关背景硕士以上学历优先，5年以上相关工作经验，熟练使用SQL及至少一种统计分析工具(R或 Python)，有使用Tensorflow, SparkML等机器学习框架的实战经验，英文流利，逻辑清晰，具有优秀的跨团队沟通能力及领导力。",2024-07-13
柏川数据,AI视觉感知算法工程师实习生,苏州,8-13K,硕士,经验不限,BEV,AI视觉感知算法工程师实习生 上海/苏州岗位职责1. 在专家带领下，负责视觉感知相关算法研究，主要是BEV（Bird's-eye-view）感知方向，并应用到公司海量业务场景数据上2. 负责复现探索学术界领先方案，以及感知算法的优化和部署岗位要求1. 计算机相关专业的在读硕士/博士2. 熟练掌握深度学习和计算机视觉的基本方法，有一定的问题分析和解决能力3. 熟悉pytorch/tensorflow/PaddlePaddle等常用深度训练框架，有较强的动手能力4. 实习期不少于三个月，每周5天5. 保持好奇心，乐于学习，善于团队配合解决问题，有较强的执行力有以下条件的优先，包括但不限于a) 有BEV感知、视觉/激光雷达3D目标检测和跟踪、点云分割、深度学习光流、3D Occupancy network、神经辐射场nerf等相关算法开发经验者优先b) 在图像/视频的分类，识别，检测，分割，跟踪，关键点定位、多任务检测模型等方向有相关经验，有论文发表经验者优先c) 编程能力优秀，具有ACM竞赛获奖经历者优先d) 具有开源代码开发经验者优先,2024-11-03
北京观微科技,多模态深度学习算法工程师,北京,20-40K,硕士,经验不限,语音/图像识别 Python 英文读写能力良好 深度学习经验 机器学习算法/工程化经验,"岗位职责：1、负责多模态知识图谱的研究；2、负责研究知识图谱与遥感技术的结合；3、负责以图像为主的多模态知识图谱研究；4、负责图像领域人工智能、深度学习的跟踪调研；5、负责基于遥感影像的场景图生成、图像描述、视觉叙事等算法的研究；6、根据项目需求负责相关算法的设计和研究，并配合平台的算法集成工作；7、完成领导交办的其他事项。任职要求：1、了解深度学习模型，对机器学习有一定基础；2、了解生成式人工智能；3、熟悉掌握Python或其他编程；4、有独立研究能力, 勇于挑战和创新，工作主动性强，具有良好的团队精神、责任感强，具有良好的沟通能力及技巧；5、具备一定的数理和统计学科基础；6、硕士及以上学历。具有以下条件者优先考虑：1、具有遥感领域知识者优先；2、具有人工智能算法开发经验者优先；3、具有多模态知识图谱相关项目经验者优先；4、对深度学习框架TensorFlow, PyTorch, MXNet, Caffe等其中一个或多个有开发/使用经验优先。",2024-02-02
玖青数科,大数据平台运维开发工程师,杭州,12-20K,本科,3-5年,Golang 大数据运维经验 计算机相关专业 Kubernetes,1、参与大数据运行支撑平台（基于docker/k8s/istio技术）部分模块的设计和开发2、负责一个k8s生态领域的技术建设，比如日志、监控、网络、存储等，跟踪社区动态并在公司产品上改进落地3、承担k8s部分模块的问题定位和现网问题解决岗位要求1、计算机、软件相关专业本科及以上学历，3年以上相关工作经验2、熟悉docker/k8s的基本实现原理，有实际的使用经验3、精通Golang，有相关开发经验4、熟悉Linux操作系统，熟练使用shell5、对云原生理论和DevOps有一定的了解加分项有k8s二次开发经验或社区工作经验,2024-06-19
首域万物互联,工业大数据算法工程师,杭州,12-24K·13薪,硕士,经验不限,Python MATLAB 数学/统计相关专业 大数据处理经验 机器学习经验,岗位职责：1.负责工业大数据、工业智能类产品中的算法开发、算法编写与测试工作；2.负责工业大数据工程项目的数据分析、挖掘与建模，解决工业现场问题；3.参与工业智能技术开发中的技术可行分析、算法可行性研究；4.负责机器学习、知识图谱、关联规则、分类、预测等算法研究与工业应用；5.协助商务提供售前技术支持，市场调研报告、技术解决方案、可行性分析报告、验收报告等文档编写与汇报；6.整理研究成果，发表中文核心、英文SCI论文，申请发明专利，参与行业技术交流；7.完成领导交代的其他任务。岗位要求：1.数学、计算机、控制、自动化、化工等相关专业，硕士及以上学历；2.良好的中英文文献检索和阅读能力，发表过国际会议\国际期刊论文，发明专利授权者优先；3.较强的人工智能算法理论功底，精通Python\Matlab编程语言，熟练使用Linux系统，熟悉PyTorch、Tensorflow等任意主流深度学习框架；4.熟悉常用的数据建模/数据挖掘/机器学习/深度学习算法，包括不限于BP神经网络\lstm\RNN\CNN\TCN；5.熟练掌握机器学习、深度学习、强化学习、关联规则、回归预测等人工智能算法，能够依赖数据分析来定位问题并解决问题；6.有工业大数据算法开发或产品研发经验者优先，有烟草、化工行业项目开发经验者优先；7.对智能制造、工业互联网、云计算、边缘计算、机器学习、强化学习、人工智能等方向感兴趣；责任心强，有主动性，执行力强，优秀的沟通和项目管理能力，良好的团队协作能力，能适应出差要求，有事业热情，适应创业公司快速发展变化的工作节奏。,2024-05-14
世纪高通,高级图像算法工程师,北京,15-30K·17薪,硕士,3-5年,深度学习算法 算法设计 视觉图像算法 Python C++ Java TensorFlow PyTorch,"利用目标检测算法，追踪算法，图像分割算法优化业务逻辑，配合工程部署人员，实现项目部署。熟练掌握c++,python,java中的一种或多种。熟练掌握tensorflow，pytorch中的一种或多种。有模型优化经验者优先。有在实际项目中落地经验者优先。有大规模部署深度学习模型经验者优先。",2024-07-22
智能生成,大模型算法leader,北京,50-80K·15薪,硕士,5-10年,发表算法相关优秀论文 大模型算法 自然语言处理算法 算法工程化经验 参加算法相关竞赛/获奖 Python,职位：大模型算法leader职位描述：我们在寻找一个大模型算法leader，您将负责设计、开发和优化大模型效果，在准确率提高，样本筛选，模型蒸馏，预训练，SFT等方面等有经验。在大上下文，预训练多专家模型方面有经验，擅长带团队，激活并指导算法工程师进行优化工作。主要职责：负责开发和优化大模型算法，提高模型的性能和准确性。设计和实施实验，对模型进行验证和调优。参与模型的部署和生产环境上线，确保模型的稳定性和高效性。跟踪和研究大模型领域的最新技术和趋势，为团队提供技术支持和建议。与产品经理、数据科学家和其他工程师紧密合作，共同推进项目的进展。职位要求：拥有计算机科学、统计学或相关领域的硕士或以上学历。精通深度学习和大规模数据处理技术，具有丰富的实践经验。具备扎实的编程能力，熟练掌握Python和相关框架（如TensorFlow、PyTorch）。有良好的数学基础，如概率统计、线性代数和微积分。有良好的团队合作和沟通能力，具备快速学习新技术的能力。对大模型技术的实际应用和商业价值有深入理解。有在相关领域发表论文或拥有专利者优先。,2024-07-16
启元世界,深度学习工程师,成都,20-40K·13薪,本科,3-5年,C++ Python 深度学习算法 机器学习算法 TensorFlow PyTorch npu,职位描述：-负责白杨智能体训练云的设计和开发-负责核心技术算法在不同底层硬件上的性能优化-负责前瞻技术的跟踪调研和产品创新职位要求：-3年以上工作经验-熟悉GPU/CPU/ARM/主流国产硬件编程开发，了解底层不同计算硬件的体系结构特点及其性能优化策略-系统掌握计算机体系结构的知识，熟练掌握C++、Python等编程语言，掌握相关汇编技术者优先-熟悉分布式机器学习/深度学习框架相关技术：TensorFlow，Pytorch等，阅读过相关源码，理解该类架构设计者优先-具备很强的分析和解决问题的能力，对攻关疑难问题具有强烈的兴趣,2024-01-06
上海慧骋数据科技,数据科学家,上海,24-40K,本科,1-3年,数据挖掘 数据仓库 数据分析 Python 分布式技术 深度学习算法 算法设计 自然语言处理,"职位描述1. 理解零售行业的交易数据、CRM、 门店、商品等数据，并对其进行分析;2. 负责理解商业需求，运用统计建模，数据挖掘，机器学习方法解决实际问题； 3. 负责开发零售、餐饮、电商行业等行业相关算法如推荐系统、智能定价、广告投放、销量预测等场景； 4.负责模型的开发，评估，部署，监控优化工作； 5.负责深入业务，利用对数据的理解支撑各个业务部门的数据决策.任职要求: 1.具有统计学、数学、计算机科学相关专业背景，掌握扎实的统计学，数据挖掘，机器学习理论基础；有软件工程开发经验; 2．深刻理解模型算法背后的数学原理; 3.非常熟练掌握Python， 并能够通过Python进行数据处理，特征工程，建立模型等工作。熟练使用git，代码及文档规范性高，能够协同进行项目开发; 4.具有数据挖掘，机器学习相关项目实践经验; 5.自我驱动能力，对新技术有强烈求知欲和学习能力;6. 熟悉基于Spark环境的算法开发及其Spark Mlib ;7.熟悉统计理论和数据挖掘算法，包括线性模型，朴素贝叶斯，决策数，随机森林，神经网络，推荐算法，聚类算法，SVD，PCA，LDA等; 要求深刻理解xgboost，lgbm 等树模型，熟悉深度学习模型如RNN, LSTM等;8. 了解大数据技术栈，如Spark、Hive、HBAS、Flink等;9. 可以进行英文文档的阅读；10. 1年-3年工作经验，本科以上学历。",2024-01-30
卯聚,大数据后台开发工程师,上海,12-24K,本科,3-5年,大数据,岗位职责：1.负责建设供应链大数据分析平台及数据仓库；2.负责大数据的批量、实时流转、清洗、转换和计算的设计和开发；3.负责基于大数据技术的海量数据的自动化分析处理和统计工作。任职要求：1.计算机、数学、软件工程或相关专业本科及以上学历 ；2.具有3年以上大数据平台开发相关工作经验、具备大数据处理平台架构设计经验，熟悉DW/DM的设计与构建；3.熟悉大数据处理相关产品架构和技术（如Hadoop/Hive/HBase/Spark/Kafka/Storm/Flume等），了解内部组件实现机制；4.熟悉各种互联网常用开源软件（如Zookeeper/Redis/Dubbo等），有知名互联网/软件/通信厂商大型项目经验者优先；5.熟练使用java、python，熟悉linux平台及shell脚本开发；6.具有良好的沟通能力、组织能力及团队协作精神，有较强的分析和解决问题的能力。,2024-04-23
精位时空,数据工程师,厦门,6-11K,大专,1-3年,Python,"工作内容：1.使用数据采集、治理、交换等平台及爬虫系统，进行数据存储仓库建设和维护；2.负责数据取数、传输、存储、加工、处理和分析，确保数据完整性和准确性；3.建立完整的数据获取、解析、入库和监控流程，并不断优化迭代完善；4.负责数据治理项目的实施和维护；任职要求：1.本科学历，毕业3年内，计算机、统计、数学专业优先；2.熟悉TCP/IP、HTTP、HTTPS等网络协议，熟悉WEB前端JS/CS/HTML等；3.熟练使用python/java/golang/nodejs等语言至少一种，熟悉常用爬虫框架和工具，有大型网络平台数据采集及反爬经验者优先；4.熟练掌握SQL, 并熟悉MySQL/Postgresql/SQL Server等常用数据库，掌握基本数据库设计技能；5.具备ETL、BI分析和报表设计经验，熟练掌握结构化、非结构化数据采集、治理及FineBI/PowerBI/Tableau/Quick等BI分析工具者优先；6.熟悉Python，有numpy, scikitlearn, pandas等数据处理和统计库使用经验优先；7.掌握Hadoop生态相关组件的原理和使用方法，熟悉Spark/Flink组件进行数据应用开发，熟悉逆向JS或APP反编译，2年及以上数据采集经验者加分。",2024-12-10
无锡九方科技有限公司,（大气环保）数据分析工程师,无锡,12-15K·14薪,硕士,3-5年,Python SQL Shell R语言 深度学习算法,职责描述：1、开展大气环境空气质量，包含颗粒物和光化学等数据分析工作；2、负责对接项目需求，资料文件的编制、收集与管理工作；3、负责环境模型的搭建和运行。岗位要求：1、研究生及以上，环境科学、大气物理与环境、环境工程等相关学科；2、熟悉PMF、CMB或OBM模型中的任一种；3、最少会使用一种编程语言，掌握origin、igor等数据分析软件的优先；4、具有良好的职业道德，责任心强、有较强的沟通能力；5、具备大气VOCs领域相关工作/课题经验者优先。,2024-06-04
明据,大数据分析师（中高级）,上海,15-30K,本科,3-5年,shell Mysql R语言,岗位职责：1. 和客户沟通业务需求，理解和整理需求，并用数据分析手段解决客户业务痛点。2. 打破信息孤岛利用各种数据源，在海量数据中寻找数据规律，在海量数据中发现数据异常。3. 挖掘海量数据、机器学习等方法，构建用户画像、个性化推荐、工业场景预测、风险控制等；4. 负责大数据数据分析和挖掘项目平台的设计、开发、优化，与工程团队合作，负责相关技术的产品化落地；5. 根据项目设计开发数据模型、数据挖掘和处理算法，通过数据探索和模型的输出进行分析，给出分析结果。6. 为客户提供相关的技术培训；用户分析、理解及建模，持续提升用户产品体验；任职要求：1. 国内外知名大学本科以上毕业，计算机、数学相关专业背景；2. 具有2年以上丰富的数据分析与挖掘、算法、数据仓库建模的项目实践经验；3. 熟悉主流统计分析软件（R语言），数据挖掘的常用算法，熟悉数据分析过程和业务问题解决4. 熟悉LINUX系统、SQL数据库，对于掌握Java/Python其一更好。 5. 主动性强、学习能力强，易沟通，团队合作精神佳。6. 接受出差。薪资：年薪10-40万,2024-10-20
麦云汐技术公司,深度学习算法工程师,福州,10-15K,本科,1-3年,人工智能 深度学习算法 自然语言处理 机器学习算法 Python C++ TensorFlow PyTorch,大数据、AI、云计算等新技术开发,2024-03-19
北科瑞声,语音合成算法工程师,合肥,15-24K·13薪,硕士,3-5年,C++ Python 算法设计 深度学习算法 语音算法 TensorFlow PyTorch Tacotron2,语音合成（TTS）算法工程师岗位职责：1、使用基于深度学习算法进行语音合成及音色克隆前后端建模和开发工作；2、负责语音合成引擎的研发工作与产品开发；3、追踪语音合成方向的前沿研究，优化现有算法，撰写论文及专利；职位需求：1、硕士及以上学历，电子信息、计算机、自动化相关专业优先；2、3年或以上语音合成、音色克隆有关研究开发项目经验；3、熟悉基本音频信号处理算法，熟悉深度学习算法，有其它语音技术领域（语音识别、声纹识别）研发经验优先；4、熟悉语音合成工具，对Tacotron2、DeepSpeech、WaveGlow、WaveRNN、GlowTTS等技术有深入了解；5、熟悉一种深度学习工具（例如TensorFlow/PyTorch等）；6、熟悉使用C/C++/Python开发语言和Git源码管理工具。,2024-09-09
乐爱创新,数据科学家,北京,11-22K,本科,3-5年,数据挖掘 数据分析 ETL Python MySQL Oracle SQL Server SQL,工作描述：数据工程师团队主要协助客户分析海量数据，创造价值。工作内容是协助客户进行数据治理、实现资产化----透过数据分析商业问题，寻找数据驱动解决方案，并和客户的经营团队一起合作，根据客户的商业模式，透过算法建模，协助客户达成或者优化商业目标。工作内容：协助客户进行数据处理(数据清洗/数据转化/数据建模/数据可视化/数据ETL管线搭建)协助客户数据分析建模协助客户将分析结果视觉化协助客户搭建私有数据管理平台 必要条件：熟悉SQL语言熟悉资料库操作(PostgreSQL/MySQL/Oracle/SQLServer 任一)熟悉Linux操作熟悉机器学习/数据挖掘/AB测试算法熟悉数据可视化/BI报表订制良好的沟通与团队合作能力 优先条件：有实际数据分析专案经验熟悉JAVA/Python语言任一熟悉推荐系统/个人化算法熟悉神策数据/友盟数据/Growing.io 等分析工具任一具有良好英文读，和一定的英文书写能力熟悉简报制作熟悉基础性经济指标（如GDP\PMI等）或者财务指标分析判断,2024-05-06
小猪数据科技,人工智能算法工程师,广州,15-20K,硕士,经验不限,人工智能 数据分析 机器学习,任职要求：1、本科或以上学历，通信电子相关专业，两年以上工作经验；2、有较强的程序代码开发能力和架构能力，扎实的Java/c基础3、熟悉机器学习/深度学习/人工智能/模式识别相关算法实现，算法优化和性能评估；4、在人工智能与多agent系统算法，自然语言处理算法，遗传算法和蚁群算法等方向有应用经验职位描述：1、负责机器学习、图像处理、语音处理等人工智能算法的开发；2、负责算法的编码和单元自测以及AR引擎算法的效果评测；3、负责需求分析、测试计划制定、测试用例设计、测试执行、进度控制；4、学习能力强，具有较强的沟通能力及团队合作精神，富有大胆创新精神，勇于探索、善于突破难关。5、独立承担项目实施工作，保证项目质量和进度；,2024-11-30
普惠征信,算法工程师,南昌,10-15K·15薪,本科,3-5年,Java SQL 深度学习算法 机器学习算法 推荐算法 决策树 Spark,岗位描述：1、负责分析挖掘各个行业对企业数据产品的需求，利用数据分析结论提升企业识别能力，如企业用户画像、智能匹配、风险预警模型等；2、进行大数据场景下的数据统计、数据挖掘、机器学习，包括数据整理、模型建立、模型应用、评估优化等；3、将合作机构需求准确转化为可执行的数学模型，针对不同的应用场景，负责编写数据模型算法及对其进行优化；4、基于需求分析成果，抽取典型用户/行业/产品分析模型并与开发团队沟通实施方案及构建产品原型。任职要求：1、机器学习、数据挖掘、数学、统计等相关方向全日制本科及以上学历，至少3年以上工作经验，对金融风控/推荐系统真实应用场景落地的优先考虑；2、拥有统计学专业知识，有2年以上数据建模及分析工作经验；3、熟悉常用的机器学习算法，包括但不限于决策树、线性回归、神经网络、分类、深度学习等领域的基础理论和常用算法，并对算法原理有深入理解，有丰富的机器学习项目经验；4、熟悉Python、Java、SQL等语言，对数据结构和算法设计有较为深刻的理解，熟悉Hadoop、Spark、Hbase、Hive等大数据处理工具，有系统实际操作经验者优先；5、责任心强，具备优秀的学习能力、独立分析问题和解决问题的能力，善于学习创新，能实时跟进前沿技术；6、具有较强的抗压能力、良好的沟通能力和团队合作意识；7、具备CDA、CPDA、BDA等证书的优先考虑。,2024-01-13
